"","True Classifier","Fitted Classifier","n","k","K","Balancing index","Fitting time","MeanPrecision","MicroPrecision","MacroPrecision","MacroRecall","MacroFscore"
"199","BooMix","SVM","Mid","Mid","Small",0.517525773195876,0.174556016921997,0.922666666666667,0.884,0.870729331385069,0.881244011165271,0.875955118714353
"200","BooMix","SVM","Mid","Mid","Mid",0.328671328671329,0.370024919509888,0.96,0.76,0.788957456937375,0.752232449977328,0.770157393449281
"201","SVMMix","Tree","Small","Small","Small",0.36986301369863,0.0209999084472656,0.96,0.96,0.970588235294118,0.944444444444444,0.957337883959044
"202","SVMMix","Tree","Small","Small","Mid",0.22,0.017003059387207,0.92,0.84,0.84375,0.881944444444444,0.862424547283702
"203","SVMMix","Tree","Small","Mid","Small",0.923076923076923,0.0200190544128418,0.84,0.84,0.850694444444444,0.827922077922078,0.839153794492948
"204","SVMMix","Tree","Small","Mid","Mid",0.0857142857142857,0.0250170230865479,0.87,0.48,NA,0.331944444444444,NA
"205","SVMMix","Tree","Mid","Small","Small",0.639344262295082,0.0310051441192627,0.908,0.908,0.911323610346725,0.897302146322015,0.904258527274547
"206","SVMMix","Tree","Mid","Small","Mid",0.205047318611987,0.0520040988922119,0.926666666666667,0.78,0.653590905598644,0.69291418016482,0.672678345302029
"207","SVMMix","Tree","Mid","Mid","Small",0.519148936170213,0.0475368499755859,0.8,0.7,0.69863403972993,0.698063227869298,0.698348517157952
"208","SVMMix","Tree","Mid","Mid","Mid",0.133064516129032,0.0580050945281982,0.898,0.388,NA,0.21566449750632,NA
"209","SVMMix","Bag","Small","Small","Small",0.851851851851852,0.172031879425049,0.96,0.96,0.961538461538462,0.961538461538462,0.961538461538462
"210","SVMMix","Bag","Small","Small","Mid",0.428571428571429,0.203214883804321,0.9,0.8,0.78125,0.783730158730159,0.782488114104596
"211","SVMMix","Bag","Small","Mid","Small",0.351351351351351,0.450035095214844,0.84,0.84,0.909090909090909,0.714285714285714,0.8
"212","SVMMix","Bag","Small","Mid","Mid",0.15625,0.227030992507935,0.93,0.72,NA,NA,NA
"213","SVMMix","Bag","Mid","Small","Small",0.424501424501425,2.44319701194763,0.984,0.984,0.980328900778975,0.980328900778975,0.980328900778975
"214","SVMMix","Bag","Mid","Small","Mid",0.0554414784394251,2.82121396064758,0.968,0.904,0.895973339870978,0.866100526641686,0.880783713176518
"215","SVMMix","Bag","Mid","Mid","Small",0.14343163538874,3.4689199924469,0.904,0.856,0.85939281861612,0.709741386433116,0.777430826009085
"216","SVMMix","Bag","Mid","Mid","Mid",0.128318584070796,4.68135285377502,0.952,0.712,0.676801165915336,0.675736699338673,0.676268513751821
"217","SVMMix","For","Small","Small","Small",0.694915254237288,0.0179989337921143,0.96,0.96,0.970588235294118,0.944444444444444,0.957337883959044
"218","SVMMix","For","Small","Small","Mid",0.25,0.0170021057128906,0.96,0.92,0.934375,0.833333333333333,0.880966411314084
"219","SVMMix","For","Small","Mid","Small",0.515151515151515,0.0219879150390625,0.92,0.92,0.916666666666667,0.916666666666667,0.916666666666667
"220","SVMMix","For","Small","Mid","Mid",0.0882352941176471,0.0330030918121338,0.9,0.6,NA,0.534722222222222,NA
"221","SVMMix","For","Mid","Small","Small",0.748251748251748,0.274022102355957,0.952,0.952,0.949620020964361,0.951988935721812,0.950803002814401
"222","SVMMix","For","Mid","Small","Mid",0.132029339853301,0.339032888412476,0.972,0.916,0.908542396064015,0.90018722018722,0.904345510336908
"223","SVMMix","For","Mid","Mid","Small",0.470183486238532,0.385046005249023,0.866666666666667,0.8,0.814779520055445,0.763087163275242,0.788086597204065
"224","SVMMix","For","Mid","Mid","Mid",0.0904522613065327,0.511034965515137,0.946,0.676,0.718055834110716,0.631493506493506,0.671998544844129
"225","SVMMix","Boo","Small","Small","Small",0.538461538461538,17.5640938282013,1,1,1,1,1
"226","SVMMix","Boo","Small","Small","Mid",0.358974358974359,17.0558979511261,0.88,0.76,0.745833333333333,0.767307692307692,0.756418131751747
"227","SVMMix","Boo","Small","Mid","Small",0.315789473684211,18.3853709697723,0.96,0.96,0.875,0.977272727272727,0.923312883435583
"228","SVMMix","Boo","Small","Mid","Mid",0.129032258064516,17.5768239498138,0.9,0.6,NA,0.571428571428571,NA
"229","SVMMix","Boo","Mid","Small","Small",0.398601398601399,171.191782951355,0.968,0.968,0.96532776100921,0.958095238095238,0.96169790155851
"230","SVMMix","Boo","Mid","Small","Mid",0.345864661654135,165.930341005325,0.972,0.916,0.917452169135224,0.912793085194036,0.915116697067797
"231","SVMMix","Boo","Mid","Mid","Small",0.250467289719626,168.053185939789,0.941333333333333,0.912,0.883690708252112,0.87836790075596,0.881021264964518
"232","SVMMix","Boo","Mid","Mid","Mid",0.0535714285714286,175.951546907425,0.936,0.616,NA,0.456867696573579,NA
"233","SVMMix","SVM","Small","Small","Small",0.639344262295082,0.0170187950134277,0.96,0.96,0.970588235294118,0.944444444444444,0.957337883959044
"234","SVMMix","SVM","Small","Small","Mid",0.136363636363636,0.0259981155395508,0.96,0.92,NA,0.75,NA
"235","SVMMix","SVM","Small","Mid","Small",1,0.0220010280609131,0.96,0.96,0.966666666666667,0.954545454545455,0.960567823343848
"236","SVMMix","SVM","Small","Mid","Mid",0.129032258064516,0.044003963470459,0.92,0.68,NA,NA,NA
"237","SVMMix","SVM","Mid","Small","Small",0.934235976789168,0.133711099624634,0.964,0.964,0.964423076923077,0.963798732475514,0.964110803620159
"238","SVMMix","SVM","Mid","Small","Mid",0.368770764119601,0.21794605255127,0.972,0.916,0.904568549058804,0.906835423693661,0.905700567940398
"239","SVMMix","SVM","Mid","Mid","Small",0.192192192192192,0.175026893615723,0.938666666666667,0.908,0.900793430205195,0.836762742366191,0.867598288748826
"240","SVMMix","SVM","Mid","Mid","Mid",0.0777777777777778,0.312006950378418,0.967333333333333,0.804,NA,0.729604415977077,NA
"241","Tree","Tree","Small","Small","Small",0.0989010989010989,0.0890100002288818,0.96,0.96,0.833333333333333,0.978260869565217,0.9
"242","Tree","Tree","Small","Small","Mid",0.153846153846154,0.0279979705810547,0.92,0.84,0.9375,0.875,0.905172413793103
"243","Tree","Tree","Small","Mid","Small",0.470588235294118,0.0260050296783447,1,1,1,1,1
"244","Tree","Tree","Small","Mid","Mid",0.217391304347826,0.0260009765625,0.89,0.56,NA,0.325,NA
"245","Tree","Tree","Mid","Small","Small",0.904761904761905,0.0360031127929688,0.988,0.988,0.988060943601562,0.987967229902714,0.988014084529938
"246","Tree","Tree","Mid","Small","Mid",0.243323442136499,0.0330021381378174,0.96,0.88,0.870985803218949,0.848035787234878,0.859357596675891
"247","Tree","Tree","Mid","Mid","Small",0.653753026634383,0.0579948425292969,0.922666666666667,0.884,0.894634616507974,0.894166765134507,0.894400629639236
"248","Tree","Tree","Mid","Mid","Mid",0.201342281879195,0.0860099792480469,0.938,0.628,NA,0.591131553631554,NA
"249","Tree","Bag","Small","Small","Small",0.388888888888889,0.196027040481567,1,1,1,1,1
"250","Tree","Bag","Small","Small","Mid",0.428571428571429,0.197961807250977,0.94,0.88,0.897321428571429,0.90625,0.901763613861386
"251","Tree","Bag","Small","Mid","Small",0.818181818181818,0.239028930664062,1,1,1,1,1
"252","Tree","Bag","Small","Mid","Mid",0.277777777777778,0.277022123336792,0.95,0.8,0.78125,0.75,0.76530612244898
"253","Tree","Bag","Mid","Small","Small",0.644736842105263,2.19617819786072,0.992,0.992,0.991577386968533,0.991577386968533,0.991577386968533
"254","Tree","Bag","Mid","Small","Mid",0.307407407407407,2.8112108707428,0.994666666666667,0.984,0.98805578569456,0.984188269902556,0.986118235753055
"255","Tree","Bag","Mid","Mid","Small",0.497967479674797,2.87123203277588,1,1,1,1,1
"256","Tree","Bag","Mid","Mid","Mid",0.148148148148148,3.67425894737244,0.989333333333333,0.936,0.926584066738299,0.906218056034233,0.916287908311298
"257","Tree","For","Small","Small","Small",0.754385964912281,0.0209970474243164,0.92,0.92,0.918831168831169,0.918831168831169,0.918831168831169
"258","Tree","For","Small","Small","Mid",0.132075471698113,0.0340039730072021,0.98,0.96,0.964285714285714,0.95,0.957089552238806
"259","Tree","For","Small","Mid","Small",0.851851851851852,0.0200011730194092,1,1,1,1,1
"260","Tree","For","Small","Mid","Mid",0.1,0.0230019092559814,0.91,0.64,NA,NA,NA
"261","Tree","For","Mid","Small","Small",0.824817518248175,0.248019218444824,1,1,1,1,1
"262","Tree","For","Mid","Small","Mid",0.364372469635628,0.362026929855347,0.998666666666667,0.996,0.997435897435897,0.994623655913978,0.996027791618225
"263","Tree","For","Mid","Mid","Small",0.536529680365297,0.58304500579834,1,1,1,1,1
"264","Tree","For","Mid","Mid","Mid",0.19375,0.51504111289978,0.988,0.928,0.926391374001668,0.885795298417848,0.905638625506415
"265","Tree","Boo","Small","Small","Small",0.851851851851852,19.7537569999695,1,1,1,1,1
"266","Tree","Boo","Small","Small","Mid",0.145833333333333,18.7523658275604,0.98,0.96,0.95,0.916666666666667,0.933035714285714
"267","Tree","Boo","Small","Mid","Small",0.36986301369863,18.7108798027039,1,1,1,1,1
"268","Tree","Boo","Small","Mid","Mid",0.230769230769231,18.6655578613281,0.87,0.48,NA,0.395833333333333,NA
"269","Tree","Boo","Mid","Small","Small",0.242236024844721,182.926372051239,0.996,0.996,0.989795918367347,0.997524752475248,0.993645306423324
"270","Tree","Boo","Mid","Small","Mid",0.125,180.602348089218,0.990666666666667,0.972,0.98217280622941,0.956382746615821,0.969106224161991
"271","Tree","Boo","Mid","Mid","Small",0.754010695187166,182.410572052002,0.997333333333333,0.996,0.996699669966997,0.994708994708995,0.995703337366935
"272","Tree","Boo","Mid","Mid","Mid",0.133663366336634,180.601258993149,1,1,1,1,1
"273","Tree","SVM","Small","Small","Small",0.176470588235294,0.0220029354095459,0.68,0.68,NA,0.5,NA
"274","Tree","SVM","Small","Small","Mid",0.428571428571429,0.0320019721984863,0.88,0.76,0.804166666666667,0.745238095238095,0.773581764630555
"275","Tree","SVM","Small","Mid","Small",0.470588235294118,0.0320050716400146,0.92,0.92,0.888888888888889,0.944444444444444,0.915824915824916
"276","Tree","SVM","Small","Mid","Mid",0.285714285714286,0.0359928607940674,0.86,0.44,NA,0.436011904761905,NA
"277","Tree","SVM","Mid","Small","Small",0.964636542239686,0.177993774414062,0.932,0.932,0.93282721506823,0.932633196721312,0.932730195805272
"278","Tree","SVM","Mid","Small","Mid",0.209770114942529,0.275038957595825,0.910666666666667,0.732,0.755262756249598,0.75984962406015,0.757549246987957
"279","Tree","SVM","Mid","Mid","Small",0.34009009009009,0.232017040252686,0.941333333333333,0.912,0.89563679245283,0.873493110335216,0.88442636839428
"280","Tree","SVM","Mid","Mid","Mid",0.0833333333333333,0.363025903701782,0.942666666666667,0.656,0.576277222290989,0.557227577272334,0.566592325922479
"281","Bag","Tree","Small","Small","Small",0.351351351351351,0.0199999809265137,0.96,0.96,0.9,0.976190476190476,0.936548223350254
"282","Bag","Tree","Small","Small","Mid",0.257142857142857,0.01900315284729,0.8,0.6,0.558333333333333,NA,NA
"283","Bag","Tree","Small","Mid","Small",0.694915254237288,0.0229852199554443,0.96,0.96,0.966666666666667,0.954545454545455,0.960567823343848
"284","Bag","Tree","Small","Mid","Mid",0.2,0.0250020027160645,0.86,0.44,NA,NA,NA
"285","Bag","Tree","Mid","Small","Small",0.517450682852807,0.0400030612945557,0.84,0.84,0.823707778012834,0.823707778012834,0.823707778012834
"286","Bag","Tree","Mid","Small","Mid",0.30672268907563,0.0409839153289795,0.837333333333333,0.512,NA,0.447029160722292,NA
"287","Bag","Tree","Mid","Mid","Small",0.718346253229974,0.0530009269714355,0.869333333333333,0.804,0.808250227196633,0.807752173034162,0.808001123364908
"288","Bag","Tree","Mid","Mid","Mid",0.0445859872611465,0.0620050430297852,0.882,0.292,NA,NA,NA
"289","Bag","Bag","Small","Small","Small",0.639344262295082,0.218016147613525,0.8,0.8,0.753676470588235,0.773809523809524,0.763610315186246
"290","Bag","Bag","Small","Small","Mid",0.239130434782609,0.181015968322754,0.8,0.6,0.580627705627706,0.55,0.564899014071025
"291","Bag","Bag","Small","Mid","Small",0.886792452830189,0.294016122817993,0.84,0.84,0.83974358974359,0.83974358974359,0.83974358974359
"292","Bag","Bag","Small","Mid","Mid",0.25,0.218000888824463,0.86,0.44,0.472916666666667,0.489583333333333,0.4811056998557
"293","Bag","Bag","Mid","Small","Small",0.602564102564103,2.57123994827271,0.812,0.812,0.796508456082924,0.800504526919621,0.798501491985833
"294","Bag","Bag","Mid","Small","Mid",0.616580310880829,3.0968611240387,0.926666666666667,0.78,0.781599832915622,0.784242499660618,0.78291893627831
"295","Bag","Bag","Mid","Mid","Small",0.460136674259681,3.00355792045593,0.933333333333333,0.9,0.888549534756431,0.883155848546315,0.885844481524789
"296","Bag","Bag","Mid","Mid","Mid",0.0238095238095238,5.45943999290466,0.904666666666667,0.428,NA,NA,NA
"297","Bag","For","Small","Small","Small",0.923076923076923,0.0150229930877686,0.88,0.88,0.883333333333333,0.873376623376623,0.8783267619517
"298","Bag","For","Small","Small","Mid",0.113207547169811,0.020007848739624,0.86,0.72,0.729395604395604,0.725,0.727191159803551
"299","Bag","For","Small","Mid","Small",0.470588235294118,0.0219998359680176,0.84,0.84,0.802083333333333,0.845238095238095,0.823095453176754
"300","Bag","For","Small","Mid","Mid",0.172413793103448,0.024000883102417,0.85,0.4,NA,NA,NA
"301","Bag","For","Mid","Small","Small",0.751313485113835,0.615043878555298,0.812,0.812,0.807306916520268,0.809420859538784,0.808362505992565
"302","Bag","For","Mid","Small","Mid",0.355371900826446,0.416016817092896,0.92,0.76,0.741854605967509,0.739521753634657,0.740686342928241
"303","Bag","For","Mid","Mid","Small",0.422705314009662,0.381026029586792,0.912,0.868,0.849291938997821,0.842682065269277,0.845974091051406
"304","Bag","For","Mid","Mid","Mid",0.105820105820106,0.583065986633301,0.922666666666666,0.536,NA,0.405304736084306,NA
"305","Bag","Boo","Small","Small","Small",0.587301587301587,17.6514310836792,0.84,0.84,0.801587301587302,0.801587301587302,0.801587301587302
"306","Bag","Boo","Small","Small","Mid",0.5,16.704253911972,0.86,0.72,0.8125,0.6,0.690265486725664
"307","Bag","Boo","Small","Mid","Small",0.96078431372549,19.6463000774384,0.76,0.76,0.762820512820513,0.766233766233766,0.76452332988512
"308","Bag","Boo","Small","Mid","Mid",0.352941176470588,18.150454044342,0.84,0.36,NA,0.21875,NA
"309","Bag","Boo","Mid","Small","Small",0.841620626151013,178.006091833115,0.792,0.792,0.789188836724048,0.787987012987013,0.78858746695469
"310","Bag","Boo","Mid","Small","Mid",0.397849462365591,174.638589143753,0.901333333333333,0.704,0.665451479737194,0.654330952546056,0.659844365190292
"311","Bag","Boo","Mid","Mid","Small",0.506849315068493,180.112398862839,0.885333333333333,0.828,0.817602996254682,0.830555791340105,0.824028496122428
"312","Bag","Boo","Mid","Mid","Mid",0.173076923076923,193.376550912857,0.915333333333333,0.492,NA,0.431935758054614,NA
"313","Bag","SVM","Small","Small","Small",0.612903225806452,0.0209920406341553,0.84,0.84,0.847402597402597,0.842948717948718,0.845169789948041
"314","Bag","SVM","Small","Small","Mid",0.4,0.0410099029541016,0.74,0.48,NA,0.365079365079365,NA
"315","Bag","SVM","Small","Mid","Small",0.851851851851852,0.0460028648376465,0.92,0.92,0.928571428571429,0.923076923076923,0.925816023738872
"316","Bag","SVM","Small","Mid","Mid",0.192307692307692,0.0409908294677734,0.85,0.4,NA,0.154166666666667,NA
"317","Bag","SVM","Mid","Small","Small",0.996007984031936,0.159003973007202,0.832,0.832,0.832850241545894,0.831059004420527,0.831953658828931
"318","Bag","SVM","Mid","Small","Mid",0.478260869565217,0.324042081832886,0.862666666666667,0.588,0.590861281268258,0.563312643898139,0.576758187428778
"319","Bag","SVM","Mid","Mid","Small",0.260416666666667,0.188011169433594,0.912,0.868,0.82474243258557,0.81043771043771,0.81752750192975
"320","Bag","SVM","Mid","Mid","Mid",0.270718232044199,0.631047964096069,0.903333333333333,0.42,0.39318488361702,0.333627882450346,0.360966252264407
"321","For","Tree","Small","Small","Small",0.818181818181818,0.0810089111328125,0.8,0.8,0.852941176470588,0.807692307692308,0.829700272479564
"322","For","Tree","Small","Small","Mid",0.382352941176471,0.0279989242553711,0.78,0.56,0.552777777777778,0.530357142857143,0.541335409415644
"323","For","Tree","Small","Mid","Small",0.694915254237288,0.0330009460449219,0.8,0.8,0.786764705882353,0.770833333333333,0.778717545239968
"324","For","Tree","Small","Mid","Mid",0.318181818181818,0.0360031127929688,0.83,0.32,NA,NA,NA
"325","For","Tree","Mid","Small","Small",0.396648044692737,0.0670089721679688,0.796,0.796,0.753571428571429,0.747271882981193,0.750408435117519
"326","For","Tree","Mid","Small","Mid",0.365957446808511,0.0610060691833496,0.812,0.436,NA,0.376999881838592,NA
"327","For","Tree","Mid","Mid","Small",0.325112107623318,0.095081090927124,0.856,0.784,0.743138995758114,0.727405078034009,0.73518786527164
"328","For","Tree","Mid","Mid","Mid",0.330935251798561,0.131010055541992,0.886,0.316,NA,0.292212663067926,NA
"329","For","Bag","Small","Small","Small",0.923076923076923,0.500036001205444,0.8,0.8,0.816666666666667,0.80448717948718,0.810531171741136
"330","For","Bag","Small","Small","Mid",0.558823529411765,0.377017974853516,0.9,0.8,0.795833333333333,0.795833333333333,0.795833333333334
"331","For","Bag","Small","Mid","Small",0.639344262295082,0.418033123016357,0.64,0.64,0.636029411764706,0.62012987012987,0.627979018586795
"332","For","Bag","Small","Mid","Mid",0.0666666666666667,0.345024824142456,0.86,0.44,NA,NA,NA
"333","For","Bag","Mid","Small","Small",0.851851851851852,2.72671318054199,0.9,0.9,0.898389694041868,0.900168219461698,0.899278077393758
"334","For","Bag","Mid","Small","Mid",0.201219512195122,3.00524401664734,0.921333333333333,0.764,0.679987927520822,0.653387690759813,0.666422477831555
"335","For","Bag","Mid","Mid","Small",0.228658536585366,3.35327005386353,0.912,0.868,0.819625615124565,0.790569140569141,0.804835211201916
"336","For","Bag","Mid","Mid","Mid",0.157575757575758,5.10449004173279,0.922666666666667,0.536,0.539494625056696,0.504994678616812,0.521674877546022
"337","For","For","Small","Small","Small",0.666666666666667,0.0149998664855957,0.92,0.92,0.890350877192982,0.890350877192982,0.890350877192982
"338","For","For","Small","Small","Mid",0.382352941176471,0.0210020542144775,0.86,0.72,0.602272727272727,0.602272727272727,0.602272727272727
"339","For","For","Small","Mid","Small",0.639344262295082,0.0200018882751465,0.84,0.84,0.8,0.894736842105263,0.84472049689441
"340","For","For","Small","Mid","Mid",0.32,0.0250008106231689,0.89,0.56,0.604166666666667,0.560416666666667,0.581469886702445
"341","For","For","Mid","Small","Small",0.730103806228374,0.547022104263306,0.808,0.808,0.804768509345486,0.801581595974119,0.803171891326292
"342","For","For","Mid","Small","Mid",0.194244604316547,0.382015943527222,0.905333333333333,0.716,0.626118643180782,0.60105549043749,0.613331128548939
"343","For","For","Mid","Mid","Small",0.583535108958838,0.38104510307312,0.901333333333333,0.852,0.847363164175207,0.834848484848485,0.84105927353274
"344","For","For","Mid","Mid","Mid",0.108695652173913,0.52403712272644,0.929333333333333,0.576,0.592217944053683,0.540112875396818,0.564966582433305
"345","For","Boo","Small","Small","Small",0.785714285714286,17.6900129318237,1,1,1,1,1
"346","For","Boo","Small","Small","Mid",0.53125,16.9890840053558,0.84,0.68,0.716666666666667,0.66875,0.69187969924812
"347","For","Boo","Small","Mid","Small",0.587301587301587,16.8900489807129,0.8,0.8,0.783333333333333,0.795138888888889,0.789191963631031
"348","For","Boo","Small","Mid","Mid",0.105263157894737,16.8810501098633,0.85,0.4,NA,NA,NA
"349","For","Boo","Mid","Small","Small",0.736111111111111,180.170984983444,0.904,0.904,0.902594836670179,0.900484800838574,0.90153858413026
"350","For","Boo","Mid","Small","Mid",0.604166666666667,175.708614110947,0.893333333333333,0.68,0.690731249947374,0.663689941422718,0.676940652933343
"351","For","Boo","Mid","Mid","Small",0.361423220973783,177.565480947495,0.893333333333333,0.84,0.831902356902357,0.803051227827888,0.817222232340714
"352","For","Boo","Mid","Mid","Mid",0.0577777777777778,177.965521097183,0.900666666666667,0.404,NA,0.277959032145353,NA
"353","For","SVM","Small","Small","Small",0.694915254237288,0.0180008411407471,0.8,0.8,0.801948051948052,0.798076923076923,0.80000780457348
"354","For","SVM","Small","Small","Mid",0.441176470588235,0.0339779853820801,0.76,0.52,0.392857142857143,0.374242424242424,0.383323927765237
"355","For","SVM","Small","Mid","Small",0.5625,0.0279979705810547,0.72,0.72,0.833333333333333,0.681818181818182,0.75
"356","For","SVM","Small","Mid","Mid",0.222222222222222,0.0340321063995361,0.84,0.36,NA,NA,NA
"357","For","SVM","Mid","Small","Small",0.733102253032929,0.156028032302856,0.78,0.78,0.781015037593985,0.771307278501523,0.776130803338033
"358","For","SVM","Mid","Small","Mid",0.324414715719064,0.270082950592041,0.814666666666667,0.444,0.43186227352894,0.417565093534086,0.424593361674853
"359","For","SVM","Mid","Mid","Small",0.63953488372093,0.205051898956299,0.877333333333333,0.816,0.814634790648527,0.808216358194368,0.811412881860211
"360","For","SVM","Mid","Mid","Mid",0.318840579710145,0.402055978775024,0.897333333333333,0.384,NA,0.351528894782268,NA
"361","Boo","Tree","Small","Small","Small",0.449275362318841,0.0750019550323486,1,1,1,1,1
"362","Boo","Tree","Small","Small","Mid",0.122448979591837,0.0139141082763672,0.94,0.88,0.808333333333333,0.9375,0.868138424821002
"363","Boo","Tree","Small","Mid","Small",0.408450704225352,0.0220010280609131,1,1,1,1,1
"364","Boo","Tree","Small","Mid","Mid",0.107142857142857,0.0220060348510742,0.91,0.64,NA,NA,NA
"365","Boo","Tree","Mid","Small","Small",0.636661211129296,0.0200080871582031,1,1,1,1,1
"366","Boo","Tree","Mid","Small","Mid",0.0125260960334029,0.0459988117218018,0.932,0.796,NA,NA,NA
"367","Boo","Tree","Mid","Mid","Small",0.423809523809524,0.0369911193847656,0.997333333333333,0.996,0.996763754045307,0.996732026143791,0.996747889842063
"368","Boo","Tree","Mid","Mid","Mid",0.0275590551181102,0.0539870262145996,0.916666666666667,0.5,NA,0.228108096686951,NA
"369","Boo","Bag","Small","Small","Small",0.162790697674419,0.182003021240234,0.96,0.96,0.976190476190476,0.9,0.936548223350254
"370","Boo","Bag","Small","Small","Mid",0.105263157894737,0.190030097961426,0.96,0.92,NA,NA,NA
"371","Boo","Bag","Small","Mid","Small",0.538461538461538,0.185027122497559,1,1,1,1,1
"372","Boo","Bag","Small","Mid","Mid",0.04,0.195994138717651,0.93,0.72,NA,NA,NA
"373","Boo","Bag","Mid","Small","Small",0.901140684410646,1.7255220413208,1,1,1,1,1
"374","Boo","Bag","Mid","Small","Mid",0.0176991150442478,2.068687915802,0.982666666666667,0.948,NA,0.794033894259458,NA
"375","Boo","Bag","Mid","Mid","Small",0.491596638655462,1.9850070476532,1,1,1,1,1
"376","Boo","Bag","Mid","Mid","Mid",0.0235849056603774,4.01505303382874,0.941333333333333,0.648,NA,0.490465552965553,NA
"377","Boo","For","Small","Small","Small",0.298701298701299,0.0159811973571777,0.96,0.96,0.928571428571429,0.973684210526316,0.950592885375494
"378","Boo","For","Small","Small","Mid",0.0379746835443038,0.0153989791870117,0.96,0.92,NA,0.75,NA
"379","Boo","For","Small","Mid","Small",0.96078431372549,0.0149989128112793,1,1,1,1,1
"380","Boo","For","Small","Mid","Mid",0.0277777777777778,0.0329239368438721,0.92,0.68,NA,NA,NA
"381","Boo","For","Mid","Small","Small",0.0857763300760043,0.150384902954102,0.996,0.996,0.976190476190476,0.997826086956522,0.986889716293461
"382","Boo","For","Mid","Small","Mid",0.0355648535564854,0.275408983230591,0.973333333333333,0.92,NA,0.737526709401709,NA
"383","Boo","For","Mid","Mid","Small",0.24468085106383,0.255669832229614,1,1,1,1,1
"384","Boo","For","Mid","Mid","Mid",0.0371621621621622,0.435137033462524,0.956,0.736,0.706665757733188,0.586063300822337,0.640738852142762
"385","Boo","Boo","Small","Small","Small",0.538461538461538,15.658931016922,0.96,0.96,0.944444444444444,0.970588235294118,0.957337883959044
"386","Boo","Boo","Small","Small","Mid",0.215686274509804,15.69193983078,0.98,0.96,0.95,0.977272727272727,0.963443396226415
"387","Boo","Boo","Small","Mid","Small",0.754385964912281,15.9960889816284,0.96,0.96,0.95,0.96875,0.95928338762215
"388","Boo","Boo","Small","Mid","Mid",0.0344827586206897,16.0838229656219,0.92,0.68,NA,NA,NA
"389","Boo","Boo","Mid","Small","Small",0.956947162426614,164.887782096863,1,1,1,1,1
"390","Boo","Boo","Mid","Small","Mid",0.0963855421686747,174.488451957703,0.977333333333333,0.932,0.91069109803286,0.855042286659309,0.881989779037955
"391","Boo","Boo","Mid","Mid","Small",0.348754448398576,181.499637842178,1,1,1,1,1
"392","Boo","Boo","Mid","Mid","Mid",0.0878378378378378,199.971485853195,0.941333333333333,0.648,NA,0.50110443010753,NA
"393","Boo","SVM","Small","Small","Small",0.96078431372549,0.0470058917999268,1,1,1,1,1
"394","Boo","SVM","Small","Small","Mid",0.13953488372093,0.0267000198364258,0.92,0.84,NA,NA,NA
"395","Boo","SVM","Small","Mid","Small",0.538461538461538,0.018002986907959,1,1,1,1,1
"396","Boo","SVM","Small","Mid","Mid",0.137931034482759,0.0380039215087891,0.9,0.6,NA,NA,NA
"397","Boo","SVM","Mid","Small","Small",0.362397820163488,0.0760059356689453,0.992,0.992,0.985714285714286,0.994505494505495,0.990090375772951
"398","Boo","SVM","Mid","Small","Mid",0.18796992481203,0.216991901397705,0.917333333333333,0.752,0.722833883223909,0.762524458420685,0.742148880684462
"399","Boo","SVM","Mid","Mid","Small",0.647331786542923,0.195016145706177,0.981333333333333,0.972,0.973731670979377,0.970925190560957,0.972326405648796
"400","Boo","SVM","Mid","Mid","Mid",0.0176991150442478,0.384029150009155,0.934666666666666,0.608,NA,NA,NA
"401","SVM","Tree","Small","Small","Small",0.428571428571429,0.0300009250640869,0.96,0.96,0.9375,0.972222222222222,0.954545454545455
"402","SVM","Tree","Small","Small","Mid",0.205128205128205,0.0170021057128906,0.88,0.76,NA,0.597222222222222,NA
"403","SVM","Tree","Small","Mid","Small",1,0.0169980525970459,0.84,0.84,0.85,0.836538461538462,0.843215507411631
"404","SVM","Tree","Small","Mid","Mid",0.115384615384615,0.0270028114318848,0.93,0.72,NA,NA,NA
"405","SVM","Tree","Mid","Small","Small",0.053740779768177,0.0269989967346191,0.956,0.956,NA,0.5,NA
"406","SVM","Tree","Mid","Small","Mid",0.0153172866520788,0.0580039024353027,0.924,0.772,NA,0.47297410192147,NA
"407","SVM","Tree","Mid","Mid","Small",0.2882096069869,0.053001880645752,0.794666666666667,0.692,0.692725218587288,0.683912611717974,0.688290708009792
"408","SVM","Tree","Mid","Mid","Mid",0.0179640718562874,0.0779941082000732,0.91,0.46,NA,0.380009899479619,NA
"409","SVM","Bag","Small","Small","Small",0.0101010101010101,0.15901517868042,1,1,NA,NA,NA
"410","SVM","Bag","Small","Small","Mid",0.0847457627118644,0.191015005111694,1,1,NA,NA,NA
"411","SVM","Bag","Small","Mid","Small",0.818181818181818,0.175991058349609,0.84,0.84,0.888888888888889,0.818181818181818,0.85207100591716
"412","SVM","Bag","Small","Mid","Mid",0.0232558139534884,0.248018026351929,0.94,0.76,NA,NA,NA
"413","SVM","Bag","Mid","Small","Small",0.0193679918450561,1.80013608932495,0.984,0.984,0.743951612903226,0.622967479674797,0.678105476478841
"414","SVM","Bag","Mid","Small","Mid",0.160891089108911,2.73120498657227,0.972,0.916,0.884343990348813,0.889724497597204,0.887026084801464
"415","SVM","Bag","Mid","Mid","Small",0.417355371900826,3.39327001571655,0.906666666666667,0.86,0.852467863801393,0.828850881388071,0.840493502244477
